Company Name,Job Title,Job Description,Minimum Qualification,Location,Total Experience,Key Skills,Salary/Wage Type,Nature of Job,Salary,Number of Openings,Search Keyword
Apna (On behalf of Popsandbang Media)Click here for more details,Automobile painter,"Perform dent removal, scratch repair, and panel beating
Carry out primer, paint, and clear coat application
Match paint colors and perform blending as needed
Use tools like sanding machines, spray guns, putty, and polishers
Maintain a clean and safe work environment
Ensure quality finishing work on each vehicle",Apna (On behalf of Popsandbang Media)Click here for more details,"South Twenty Four ParganasDistrict: South Twenty Four Parganas, State: West Bengal",0 - 31,"Spray Painting, Paint mixing, Automotive painting",Monthly,Full Time,10000 - 17000,1,painter
Apna (On behalf of N.S.Rides)Click here for more details,Automobile painter,Looking for candidates for Automobile painter,Apna (On behalf of N.S.Rides)Click here for more details,"GhaziabadDistrict: Ghaziabad, State: Uttar Pradesh",0 - 31,Painter,Monthly,Full Time,12000 - 20000,1,painter
Apna (On behalf of Kiana Builders And Consultant)Click here for more details,Spray Painter,We are hired Good Skill Spray Painter for carpentry For Luxury Fixture  Painter,Apna (On behalf of Kiana Builders And Consultant)Click here for more details,"GwaliorDistrict: Gwalior, State: Madhya Pradesh",2 - 31,Painter,Monthly,Full Time,15000 - 23000,1,painter
Powered by Monster (On behalf of Asmacs)Click here for more details,Painting Foreman,"Foreman  PaintingEducational qualifications: Minimum Higher secondary (STD-12th) or received 2 years ITI course or formal apprenticeship or equivalent gained through relevant vocational Blasting/Painting Courses.Shall have at least ten (6) years proven Petrochemical, Petroleum Refining or Oil & Gas industry, maintenance in which at least five (3) years of experience as Blasting & Painting Foreman position + 3 years as Spray Painter related craftsman.Shall have knowledge of Blasting for appropriate surface preparation, all types of Paints mixing, application and related hazards/controls .Shall be able to read and understand method statement, ITP documents, JSA etc.Should have ability to read Isometric drawings, P&ID/PEFS and strictly adhere to COMPANY specification, method statements, QC proce",Powered by Monster (On behalf of Asmacs)Click here for more details,"GanganagarDistrict: Ganganagar, State: Rajasthan",6 - 10,"gas, OIL",,Full Time,50000 - 50000,1 or more,painter
Garden Reach Shipbuilders & Engineers LtdClick here for more details,Journeyman Painter,Matriculation (10 std. pass) with NAC / NTC in Painter (General) / Painter (Marine) / Industrial Painter trade.,Garden Reach Shipbuilders & Engineers LtdClick here for more details,N/A,N/A,"Matriculation, NAC NTC",Monthly,Contractual,,2,painter
GOASHIPYARDLTDClick here for more details,PAINTER ON FIXED TERM CONTRACT BASIS,Please refer detailed Advertisement No. 04 2025 for the job description. Please visit Notice Board Careers GSL Careers Section of Goa Shipyard Limited website.,GOASHIPYARDLTDClick here for more details,N/A,N/A,"website, Shipyard, Careers GSL Careers",,Full Time,,8,painter
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Agriboz)Click here for more details,Gardener,"WE ARE HIRING: Gardeners, Farmers & Landscapers | AGRIBOZ Hi-Tech Nursery 

Location: Greater Noida
Company: AGRIBOZ LLP  Indias Leading Eco-Farming & Agroforestry Brand
Industry: Agroforestry | Urban Farming | Eco Landscapes

Are you passionate about nature, farming, and sustainable living?
Join our team at AGRIBOZ Hi-Tech Nursery, a flagship model of modern multi-layer food forest farming, agro-tourism, and urban green living.

We are currently hiring Gardeners, Farmers, and Landscapers to be part of our on-ground operations at our innovative nursery and project site.

Positions Open:

Organic & Urban Gardeners
Field Farmers with knowledge of seasonal crops & multilayer models
Landscapers with experience in native plant design and eco-friendly development



What Were Looking For:

Hands-on experience in gardening/farming/landscaping (minimum 1 year preferred)
Knowledge of tools, techniques, and plant care
Passion for nature and sustainable agriculture
Willingness to learn and grow with a fast-evolving green brand
Local candidates or those willing to relocate nearby the project site



We Offer:

Competitive salary + performance incentives
Training in hi-tech farming systems
Exposure to agroforestry & food forest models
Opportunity to work on prestigious green projects



 Apply Now
Send your resume/interest to: agribozofficial@gmail.com

Lets build greener spaces together!",Apna (On behalf of Agriboz)Click here for more details,"Gautam Buddha NagarDistrict: Gautam Buddha Nagar, State: Uttar Pradesh",0 - 31,Gardener,Monthly,Full Time,12000 - 18000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Agriboz)Click here for more details,Gardener,"WE ARE HIRING: Gardeners, Farmers & Landscapers | AGRIBOZ Hi-Tech Nursery 

Location: Greater Noida
Company: AGRIBOZ LLP  Indias Leading Eco-Farming & Agroforestry Brand
Industry: Agroforestry | Urban Farming | Eco Landscapes

Are you passionate about nature, farming, and sustainable living?
Join our team at AGRIBOZ Hi-Tech Nursery, a flagship model of modern multi-layer food forest farming, agro-tourism, and urban green living.

We are currently hiring Gardeners, Farmers, and Landscapers to be part of our on-ground operations at our innovative nursery and project site.

Positions Open:

Organic & Urban Gardeners
Field Farmers with knowledge of seasonal crops & multilayer models
Landscapers with experience in native plant design and eco-friendly development



What Were Looking For:

Hands-on experience in gardening/farming/landscaping (minimum 1 year preferred)
Knowledge of tools, techniques, and plant care
Passion for nature and sustainable agriculture
Willingness to learn and grow with a fast-evolving green brand
Local candidates or those willing to relocate nearby the project site



We Offer:

Competitive salary + performance incentives
Training in hi-tech farming systems
Exposure to agroforestry & food forest models
Opportunity to work on prestigious green projects



 Apply Now
Send your resume/interest to: agribozofficial@gmail.com

Lets build greener spaces together!",Apna (On behalf of Agriboz)Click here for more details,"Gautam Buddha NagarDistrict: Gautam Buddha Nagar, State: Uttar Pradesh",0 - 31,Gardener,Monthly,Full Time,12000 - 18000,1,gardening
Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,House cleaner,"Saaf-safai, bartan, dusting aur office ke saare kaam aane chahiye  Safai aur hisaab se kaam karne ke liye koi chahiye. Rehna aur khaana sab hum denge",Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,"FaridabadDistrict: Faridabad, State: Haryana",0 - 31,"sweeping, Cooking, DUSTING, Mopping, Gardening, Indian cuisine recipes, Bedroom cleaning, Cleaning bedroom",Monthly,Full Time,9000 - 13000,1,gardening
Apna (On behalf of HNR Leafline Plantcare Private Limited)Click here for more details,Gardener,"Gardening & Landscaping service, Nursery Men",Apna (On behalf of HNR Leafline Plantcare Private Limited)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",1 - 31,"Horticulture, Lawn maintenance, Fertilization, Gardening tools, Landscape maintenance, Fertilizers knowledge",Monthly,Full Time,15000 - 24000,1,gardening
Apna (On behalf of Terrace Garden India)Click here for more details,Business Development Executive (BDE),"At Terrace Garden India, we are passionate about transforming urban spaces into green, productive, and sustainable environments. We specialize in terrace garden setups, organic farming solutions, vertical gardens, and eco-friendly gardening products. As we expand our mission to make every rooftop green, we are looking for a dynamic and motivated Business Development Manager to join our growing team.
Role Overview:We are looking for a strategic and results-oriented Business Development Manager who will be responsible for driving revenue growth, building strong client relationships, and expanding our market presence. You will play a key role in identifying new business opportunities, developing partnerships, and executing initiatives that align with the companys growth vision.
Key Responsibilities:Identify and pursue new business opportunities in both B2B and B2C segments (residential societies, corporates, architects, builders, schools, etc.).
Develop and maintain a strong pipeline of prospective clients through networking, events, partnerships, and inbound/outbound channels.
Meet with clients to understand their requirements and present tailored gardening and sustainability solutions.
Collaborate with marketing and technical teams to develop customized proposals and presentations.
Drive partnerships with housing societies, real estate developers, and institutions for bulk or long-term projects.
Prepare sales reports, forecasts, and performance analyses.
Represent Terrace Garden India at trade shows, community events, and sustainability forums.
Monitor industry trends, competitor activity, and market feedback to refine strategies.
Requirements:Bachelors degree in Business, Marketing, Agriculture, Environmental Science, or related field. MBA is a plus.
36 years of proven experience in business development, preferably in green solutions, landscaping, sustainability, or lifestyle products/services.
Strong communication, presentation, and negotiation skills.
Passion for",Apna (On behalf of Terrace Garden India)Click here for more details,"CentralDistrict: Central, State: Delhi",1 - 31,"B2B Sales, B2C Sales",Monthly,Full Time,18000 - 35000,1,gardening
Apna (On behalf of Terrace Garden India)Click here for more details,Business Development Executive (BDE),"At Terrace Garden India, we are passionate about transforming urban spaces into green, productive, and sustainable environments. We specialize in terrace garden setups, organic farming solutions, vertical gardens, and eco-friendly gardening products. As we expand our mission to make every rooftop green, we are looking for a dynamic and motivated Business Development Manager to join our growing team.
Role Overview:We are looking for a strategic and results-oriented Business Development Manager who will be responsible for driving revenue growth, building strong client relationships, and expanding our market presence. You will play a key role in identifying new business opportunities, developing partnerships, and executing initiatives that align with the companys growth vision.
Key Responsibilities:Identify and pursue new business opportunities in both B2B and B2C segments (residential societies, corporates, architects, builders, schools, etc.).
Develop and maintain a strong pipeline of prospective clients through networking, events, partnerships, and inbound/outbound channels.
Meet with clients to understand their requirements and present tailored gardening and sustainability solutions.
Collaborate with marketing and technical teams to develop customized proposals and presentations.
Drive partnerships with housing societies, real estate developers, and institutions for bulk or long-term projects.
Prepare sales reports, forecasts, and performance analyses.
Represent Terrace Garden India at trade shows, community events, and sustainability forums.
Monitor industry trends, competitor activity, and market feedback to refine strategies.
Requirements:Bachelors degree in Business, Marketing, Agriculture, Environmental Science, or related field. MBA is a plus.
36 years of proven experience in business development, preferably in green solutions, landscaping, sustainability, or lifestyle products/services.
Strong communication, presentation, and negotiation skills.
Passion for",Apna (On behalf of Terrace Garden India)Click here for more details,"CentralDistrict: Central, State: Delhi",1 - 31,"B2B Sales, B2C Sales",Monthly,Full Time,18000 - 35000,1,gardening
Apna (On behalf of HNR Leafline Plantcare Private Limited)Click here for more details,Gardener,"Gardening & Landscaping service, Nursery Men",Apna (On behalf of HNR Leafline Plantcare Private Limited)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",1 - 31,"Horticulture, Lawn maintenance, Fertilization, Gardening tools, Landscape maintenance, Fertilizers knowledge",Monthly,Full Time,15000 - 24000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,Housekeeping Staff,"Staff Chai for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details:
1) Housekeeping staff/maintain cleanliness of guest house aar premises poriskar kora

2) should have knowledge of fishery / biofloc fishery

3) Guests er songe good communication.

4) Cooking jaanbe aar kitchen poriskar kora

5) 50 haas/ ducks maintain kora

6) Gardening

7) zaruri kono kaaj thakle










Reqd. staff for maintenance of Farm house at Gangasagar, West Bengal, South 24 pgns.

Work details: 1) maintain cleanliness of guest house and premises 2) should have knowledge of fishery / biofloc fishery 3) should have good communication skills, presentable and should have experience in digital advertising, Ms Excel etc 4) Cooking skills, if any.


Would prefer a person who wants to live in a peaceful environment away from city.",Apna (On behalf of Holy Island Guest House (Gangasagar))Click here for more details,N/A,0 - 31,"Cooking, Housekeeping, Cleaning, DUSTING, vacuuming, Mopping, Gardening, Carpet cleaning, Cleaning restroom, Restroom cleaning, Trash removal, Cleaning cloths, Bathroom cleaning, Cleaning bedroom, Fish Farming",Monthly,Full Time,8000 - 12000,1,gardening
Apna (On behalf of Terrace Garden India)Click here for more details,Business Development Executive (BDE),"At Terrace Garden India, we are passionate about transforming urban spaces into green, productive, and sustainable environments. We specialize in terrace garden setups, organic farming solutions, vertical gardens, and eco-friendly gardening products. As we expand our mission to make every rooftop green, we are looking for a dynamic and motivated Business Development Manager to join our growing team.
Role Overview:We are looking for a strategic and results-oriented Business Development Manager who will be responsible for driving revenue growth, building strong client relationships, and expanding our market presence. You will play a key role in identifying new business opportunities, developing partnerships, and executing initiatives that align with the companys growth vision.
Key Responsibilities:Identify and pursue new business opportunities in both B2B and B2C segments (residential societies, corporates, architects, builders, schools, etc.).
Develop and maintain a strong pipeline of prospective clients through networking, events, partnerships, and inbound/outbound channels.
Meet with clients to understand their requirements and present tailored gardening and sustainability solutions.
Collaborate with marketing and technical teams to develop customized proposals and presentations.
Drive partnerships with housing societies, real estate developers, and institutions for bulk or long-term projects.
Prepare sales reports, forecasts, and performance analyses.
Represent Terrace Garden India at trade shows, community events, and sustainability forums.
Monitor industry trends, competitor activity, and market feedback to refine strategies.
Requirements:Bachelors degree in Business, Marketing, Agriculture, Environmental Science, or related field. MBA is a plus.
36 years of proven experience in business development, preferably in green solutions, landscaping, sustainability, or lifestyle products/services.
Strong communication, presentation, and negotiation skills.
Passion for",Apna (On behalf of Terrace Garden India)Click here for more details,"CentralDistrict: Central, State: Delhi",1 - 31,"B2B Sales, B2C Sales",Monthly,Full Time,18000 - 35000,1,gardening
Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,House cleaner,"Saaf-safai, bartan, dusting aur office ke saare kaam aane chahiye  Safai aur hisaab se kaam karne ke liye koi chahiye. Rehna aur khaana sab hum denge",Apna (On behalf of Rajasthan Gujarat Transport Co.)Click here for more details,"FaridabadDistrict: Faridabad, State: Haryana",0 - 31,"sweeping, DUSTING, vacuuming, Mopping, Gardening, Cleaning cloths, Bedroom cleaning, Cleaning bedroom",Monthly,Full Time,9000 - 12000,1,gardening
Apna (On behalf of Terrace Garden India)Click here for more details,Business Development Executive (BDE),"At Terrace Garden India, we are passionate about transforming urban spaces into green, productive, and sustainable environments. We specialize in terrace garden setups, organic farming solutions, vertical gardens, and eco-friendly gardening products. As we expand our mission to make every rooftop green, we are looking for a dynamic and motivated Business Development Manager to join our growing team.
Role Overview:We are looking for a strategic and results-oriented Business Development Manager who will be responsible for driving revenue growth, building strong client relationships, and expanding our market presence. You will play a key role in identifying new business opportunities, developing partnerships, and executing initiatives that align with the companys growth vision.
Key Responsibilities:Identify and pursue new business opportunities in both B2B and B2C segments (residential societies, corporates, architects, builders, schools, etc.).
Develop and maintain a strong pipeline of prospective clients through networking, events, partnerships, and inbound/outbound channels.
Meet with clients to understand their requirements and present tailored gardening and sustainability solutions.
Collaborate with marketing and technical teams to develop customized proposals and presentations.
Drive partnerships with housing societies, real estate developers, and institutions for bulk or long-term projects.
Prepare sales reports, forecasts, and performance analyses.
Represent Terrace Garden India at trade shows, community events, and sustainability forums.
Monitor industry trends, competitor activity, and market feedback to refine strategies.
Requirements:Bachelors degree in Business, Marketing, Agriculture, Environmental Science, or related field. MBA is a plus.
36 years of proven experience in business development, preferably in green solutions, landscaping, sustainability, or lifestyle products/services.
Strong communication, presentation, and negotiation skills.
Passion for",Apna (On behalf of Terrace Garden India)Click here for more details,"CentralDistrict: Central, State: Delhi",1 - 31,"B2B Sales, B2C Sales",Monthly,Full Time,18000 - 35000,1,gardening
